,name,labels
3520,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_15_Girasol (119).jpg,Helianthus annuus
3521,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-2-Sample_3_Capture_133.bmp,Eucalyptus sp.
3522,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_21.753_10.994_0.760.jpeg,Brassica
3523,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_18.917_-4.013_0.797.jpeg,Eucalyptus sp.
3524,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-4-Sample_65_Castanea_1309211021_0_18.434_-0.919_5.152.jpeg,Eucalyptus sp.
3525,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_62_Thymus_0_35.017544_0.000000_4.982798.jpeg,Cistus sp
3526,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2106211548_0_15.728_3.891_0.794.jpeg,Erica.m
3527,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_19_16.500000_1.357143_4.237231.jpeg,Helianthus annuus
3528,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607211030_0_46.884_1.885_5.295.jpeg,Erica.m
3529,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_17_sunflower_0_10.456140_0.352941_4.574529.jpeg,Helianthus annuus
3530,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_53_Tilia_honey_3105211737_26.117647_9.882353_4.733944.jpeg,Tilia
3531,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0109211725_0_20.324_7.282_5.240.jpeg,Erica.m
3532,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_72_Arbutus_Erica_1611211556_0_5.451_4.485_5.468.jpeg,Cistus sp
3533,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-1-Sample_58_Vaccinium_myrtillus_0607210914_0_34.533_-3.518_5.204.jpeg,Erica.m
3534,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-2-Sample_72_Arbutus_Erica_0911211313_0_39.911_-6.586_5.518.jpeg,Erica.m
3535,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0_41.157895_4.235294_4.858028.jpeg,Tilia
3536,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-2-Sample_67_Citrus_0410211217_0_14.113_5.500_5.493.jpeg,Cistus sp
3537,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-1-Sample_68_Persea_0410211018_0_2.4685_0.7363_4.7109_2.jpeg,Cardus
3538,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-2-Sample_67_Citrus_0410211157_0_9.980_7.099_5.475.jpeg,Taraxacum
3539,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607211233_0_18.361_13.570_5.233.jpeg,Erica.m
3540,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_70_Cantueso_2010210942_0_30.105_-2.585_5.656.jpeg,Lavandula
3541,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_28.780_-0.244_0.784.jpeg,Brassica
3542,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-2-Sample_77_Pinus_Poaceae_2112211326_0_5.808_6.467_5.440.jpeg,Pinus
3543,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-2-Sample_72_Arbutus_Erica_0911211343_0_0.920_5.273_5.497.jpeg,Erica.m
3544,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_36.052_12.094_0.792.jpeg,Brassica
3545,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0311210937_0_42.326_-0.818_5.513.jpeg,Erica.m
3546,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_4.453_-2.906_0.717.jpeg,Brassica
3547,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0209210951_0_42.125_2.361_5.288.jpeg,Erica.m
3548,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-0-Sample_46_Taraxacum_3003211226_25.764706_7.411765_0.815000.jpeg,Taraxacum
3549,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-2-Sample_75_Liliaceae_Pollen_2012211300_0_-2.828_3.481_5.455.jpeg,Erica.m
3550,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_79_UC_2812211435_0_25.248_-0.584_-0.013.jpeg,Cistus sp
3551,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_1911211336_0_17.645_6.088_5.455.jpeg,Erica.m
3552,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_13.526316_0.352941_4.728026.jpeg,Brassica
3553,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-3-Sample_71_Lavanda_Espliego_2810211059_0_3.483_-2.551_5.489.jpeg,Lavandula
3554,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_61_Olea_Brassica_Salix_2007211516_0_21.997_3.183_5.122.jpeg,Cistus sp
3555,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_0803211023_0_32.236_6.031_0.738.jpeg,Rosmarinus officinalis
3556,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Citrus_no_fucsin_34.324_-0.556_0.820.jpeg,Citrus sp
3557,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_59_Rhus_1307211610_0_1.500_2.369_5.128.jpeg,Cistus sp
3558,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-2-Sample_19_2602211259_30.000000_4.588235_4.209288.jpeg,Helianthus annuus
3559,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_1105211748_4.588235_3.882353_0.842441.jpeg,Brassica
3560,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_39.254_-4.781_0.770.jpeg,Brassica
3561,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-0-Sample_71_Lavanda_Espliego_2110211428_0_34.043_10.357_5.486.jpeg,Taraxacum
3562,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-1-Sample_46_Taraxacum_3003211226_12.705882_2.823529_0.810000.jpeg,Taraxacum
3563,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_22_imported_Ana_8.421053_2.857143_4.451640.jpeg,Helianthus annuus
3564,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_79_UC_2812211356_0_10.111_-1.569_-0.016.jpeg,Cistus sp
3565,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2906211251_0_15.443_3.035_5.271.jpeg,Erica.m
3566,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_19.825_-0.706_0.793.jpeg,Eucalyptus sp.
3567,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_1211211116_0_24.072_1.335_5.480.jpeg,Erica.m
3568,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_31.372_6.012_0.783.jpeg,Rosmarinus officinalis
3569,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_34.596_-0.569_0.801.jpeg,Eucalyptus sp.
3570,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-2-Sample_3_Capture_373.bmp,Eucalyptus sp.
3571,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-1-Sample_17_sunflower_0709211311_0_34.232_-1.201_5.194.jpeg,Taraxacum
3572,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0911211049_0_3.803_10.584_5.468.jpeg,Erica.m
3573,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-0-Sample_77_Pinus_Poaceae_2112211252_0_49.654_1.740_5.590.jpeg,Pinus
3574,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_34.667_-1.638_0.771.jpeg,Brassica
3575,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-1-Sample_71_Lavanda_Espliego_1810211320_0_33.866_0.614_5.527.jpeg,Lavandula
3576,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_1105211320_1.411765_2.117647_0.748723.jpeg,Brassica
3577,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-1-Sample_47_Tilia_0206211334_0_12.132_-3.856_0.820.jpeg,Tilia
3578,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_17_sunflower_0809211539_0_52.138_-1.190_5.292.jpeg,Helianthus annuus
3579,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0311211535_0_12.247_-2.443_5.446.jpeg,Erica.m
3580,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0709210820_0_43.534_-4.332_5.280.jpeg,Erica.m
3581,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Taraxacum/Taraxacum-0-Sample_17_sunflower_0709211323_0_53.769_1.584_5.279.jpeg,Taraxacum
3582,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_57.712_3.456_0.817.jpeg,Rosmarinus officinalis
3583,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_51_Acacia_dirt_0809211715_0_12.030_8.910_5.192.jpeg,Helianthus annuus
3584,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_61_Olea_Brassica_Salix_0_8.614035_0.000000_4.960000.jpeg,Cistus sp
3585,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2411211045_0_5.885_3.860_5.469.jpeg,Lavandula
3586,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607211041_0_39.767_3.183_5.263.jpeg,Erica.m
3587,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_64_Erica.t_Calluna_0209210930_0_42.743_-2.834_5.368.jpeg,Erica.m
3588,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_37.958_-0.450_0.750.jpeg,Rosmarinus officinalis
3589,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_61_Olea_Brassica_Salix_0_19.666667_3.529412_3.826096.jpeg,Cistus sp
3590,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607210928_0_29.948_-2.302_5.181.jpeg,Erica.m
3591,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_3.393_-4.106_0.712.jpeg,Brassica
3592,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-7-Sample_17_sunflower_0709211338_0_-5.092_5.917_5.251.jpeg,Cardus
3593,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-1-Sample_67_Citrus_2809211722_0_6.892_13.537_5.505.jpeg,Citrus sp
3594,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2909211537_0_29.040_-3.202_5.533.jpeg,Citrus sp
3595,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-2-Sample_72_Arbutus_Erica_0511211406_0_40.540_-1.770_5.510.jpeg,Cistus sp
3596,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-1-Sample_43_Calluna_1405211250_0_19.645_-2.756_0.842.jpeg,Erica.m
3597,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_2106211329_0_24.481_1.659_0.823.jpeg,Erica.m
3598,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-0-Sample_32_PINUS_2603211549_28.941176_3.529412_0.775135.jpeg,Pinus
3599,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0706211319_0_-6.716_-0.213_0.900.jpeg,Tilia
3600,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_0_8.596491_0.705882_0.737305.jpeg,Brassica
3601,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_79_UC_1602221206_0_39.791_11.629_5.316.jpeg,Brassica
3602,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_49_Tilia_Flor_3105211737_6.705882_7.411765_4.674176.jpeg,Tilia
3603,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-3-Sample_66_Echium_Lotus_Castanea_Euc_2109211118_0_15.498_2.882_5.221.jpeg,Eucalyptus sp.
3604,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_Eucalyptus_Coronilla_Echium_30.jpeg,Eucalyptus sp.
3605,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0_38.701754_2.823529_4.839770.jpeg,Tilia
3606,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-5-Sample_21_Rapseed_50.325_9.069_0.804.jpeg,Brassica
3607,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0706211351_0_7.753_3.594_0.734.jpeg,Tilia
3608,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_43_Calluna_1405211302_0_16.494_1.162_0.842.jpeg,Erica.m
3609,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2810211107_0_39.909_-2.399_5.518.jpeg,Lavandula
3610,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_3_Capture_370.bmp,Eucalyptus sp.
3611,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-0-Sample_21_Rapseed_21.856_-2.488_0.742.jpeg,Brassica
3612,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_32.272_-5.156_0.743.jpeg,Brassica
3613,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_19_20.357143_11.214286_4.241449.jpeg,Helianthus annuus
3614,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-0-Sample_72_Arbutus_Erica_0511211257_0_15.068_8.799_5.476.jpeg,Cistus sp
3615,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_19_Rosmarinus_38.925_-0.450_0.763.jpeg,Cistus sp
3616,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0706211404_0_21.807_4.894_0.793.jpeg,Tilia
3617,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-0-Sample_32_PINUS_2603211549_30.000000_3.529412_0.777483.jpeg,Pinus
3618,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_36.507_0.281_0.757.jpeg,Rosmarinus officinalis
3619,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_56_BrassicaHoney_Salix_Quercus_1606211615_0_31.528_3.384_0.673.jpeg,Brassica
3620,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_15_girasol_104.jpeg,Helianthus annuus
3621,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-1-Sample_71_Lavanda_Espliego_2810211133_0_5.602_2.317_5.490.jpeg,Lavandula
3622,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-1-Sample_77_Pinus_Poaceae_2112211248_0_51.086_0.409_5.586.jpeg,Pinus
3623,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_0803211030_0_43.315_6.044_0.755.jpeg,Rosmarinus officinalis
3624,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_49_Tilia_Flor_3105211737_7.058824_2.823529_4.665861.jpeg,Tilia
3625,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-1-Sample_21_Rapseed_0_23.947368_1.058824_0.750119_2.jpeg,Brassica
3626,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-7-Sample_58_Vaccinium_myrtillus_2106211614_0_17.639_-2.034_0.779.jpeg,Erica.m
3627,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0206211327_0_10.249_-3.756_0.814.jpeg,Tilia
3628,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_27.484_-1.688_0.756.jpeg,Brassica
3629,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_3_Capture_109.bmp,Eucalyptus sp.
3630,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-3-Sample_47_Tilia_0706211408_0_-1.532_4.975_0.747.jpeg,Tilia
3631,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-16-Sample_66_Echium_Lotus_Castanea_Euc_2109211223_0_45.231_3.198_5.330.jpeg,Eucalyptus sp.
3632,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Sample_67_Citrus_2809211556_0_25.363_1.819_5.511.jpeg,Citrus sp
3633,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_59_Rhus_1307210958_0_32.592_-5.385_5.258.jpeg,Cistus sp
3634,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_67_Citrus_0410211218_0_27.601_5.500_5.511.jpeg,Cistus sp
3635,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-2-Sample_66_Echium_Lotus_Castanea_Euc_2109211626_0_19.553_6.393_5.192.jpeg,Eucalyptus sp.
3636,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-1-Sample_72_Arbutus_Erica_0911211651_0_40.496_-4.530_5.531.jpeg,Erica.m
3637,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-0-Sample_47_Tilia_0706211212_0_32.926_4.319_0.802.jpeg,Tilia
3638,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Pinus/Pinus-0-Sample_77_Pinus_Poaceae_2112211326_0_8.199_6.467_5.446.jpeg,Pinus
3639,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cistus sp/Cistus sp-1-Sample_61_Olea_Brassica_Salix_0_28.877193_1.058824_4.772178.jpeg,Cistus sp
3640,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_51_Acacia_dirt_0809211650_0_18.846_0.777_5.152.jpeg,Helianthus annuus
3641,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-4-Sample_17_sunflower_0_17.824561_0.352941_4.588514.jpeg,Helianthus annuus
3642,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-3-Sample_72_Arbutus_Erica_1011211118_0_3.822_-1.484_5.481.jpeg,Erica.m
3643,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-1-Sample_58_Vaccinium_myrtillus_0607210945_0_12.210_-1.833_5.205.jpeg,Erica.m
3644,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-7-Sample_21_Rapseed_Brassica_120.jpeg,Brassica
3645,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-0-Sample_19_2602211145_2.000000_5.294118_4.249987.jpeg,Helianthus annuus
3646,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Tilia/Tilia-1-Sample_49_Tilia_Flor_3105211737_21.882353_4.235294_4.717197.jpeg,Tilia
3647,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607211104_0_13.779_5.749_5.238.jpeg,Erica.m
3648,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Brassica/Brassica-2-Sample_21_Rapseed_8.327_11.119_0.765.jpeg,Brassica
3649,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_58_Vaccinium_myrtillus_0607211341_0_40.299_4.399_5.272.jpeg,Erica.m
3650,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Helianthus annuus/Helianthus annuus-1-Sample_22_imported_Ana_040320211009_Capture_175.jpg,Helianthus annuus
3651,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Erica.m-0-Sample_72_Arbutus_Erica_0511211156_0_34.978_10.335_5.510.jpeg,Erica.m
3652,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Eucalyptus sp./Eucalyptus sp.-0-Sample_23_Euc_Ech_Coro_5.931_-0.569_0.792.jpeg,Eucalyptus sp.
3653,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Rosmarinus officinalis/Rosmarinus officinalis-0-Sample_19_Rosmarinus_0803210943_0_43.854_-1.644_0.747.jpeg,Rosmarinus officinalis
3654,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Lavandula/Lavandula-0-Sample_71_Lavanda_Espliego_2110211507_0_32.259_3.905_5.494.jpeg,Lavandula
3655,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Erica.m/Vaccinium_m-0-Sample_43_Calluna_1905211114_0_4.130_-0.516_0.863.jpeg,Erica.m
3656,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Cardus/Cardus-1-Sample_67_Citrus_2809211753_0_29.647_9.736_5.534.jpeg,Cardus
3657,/mnt/gpid08/datasets/remote_sensing/tmp_from_gpid07/honey/datasets/Citrus sp/Citrus sp-0-Citrus_no_fucsin_33.982_-0.250_0.807.jpeg,Citrus sp
